FinanceKey,OrganizationKey,DepartmentKey,ScenarioKey,AccountKey,Amount,Date
2626,5,6,Budget,56,71400,3 Mar 2028
2627,5,6,Actual,56,71398,3 Mar 2028
2628,5,6,Actual,57,5650,3 Mar 2028
2629,5,6,Budget,57,5100,3 Mar 2028
2630,5,6,Actual,60,34240,3 Mar 2028
2631,5,6,Budget,60,26400,3 Mar 2028
2632,5,6,Budget,61,2600,3 Mar 2028
2633,5,6,Actual,61,4108,3 Mar 2028
2634,5,6,Actual,62,2054,3 Mar 2028
2635,5,6,Budget,62,1800,3 Mar 2028
2636,5,6,Budget,63,8700,3 Mar 2028
2637,5,6,Actual,63,6781,3 Mar 2028
2638,5,6,Actual,65,400,3 Mar 2028
2639,5,6,Budget,65,380,3 Mar 2028
2640,5,6,Budget,66,380,3 Mar 2028
2641,5,6,Actual,66,364,3 Mar 2028
2642,5,6,Actual,67,192,3 Mar 2028
2643,5,6,Budget,67,200,3 Mar 2028
2644,5,6,Budget,68,200,3 Mar 2028
2645,5,6,Actual,68,144,3 Mar 2028
2646,5,6,Actual,69,40,3 Mar 2028
2647,5,6,Actual,71,40,3 Mar 2028
2648,5,6,Budget,71,70,3 Mar 2028
2649,5,6,Budget,72,280,3 Mar 2028
2650,5,6,Actual,72,339,3 Mar 2028
2651,5,6,Actual,73,291,3 Mar 2028
2652,5,6,Budget,73,300,3 Mar 2028
2653,5,6,Budget,74,200,3 Mar 2028
2654,5,6,Actual,74,180,3 Mar 2028
2655,5,6,Actual,76,1650,3 Mar 2028
2656,5,6,Budget,76,1700,3 Mar 2028
2657,5,6,Budget,77,550,3 Mar 2028
2658,5,6,Actual,77,676,3 Mar 2028
2659,5,6,Actual,78,224,3 Mar 2028
2660,5,6,Budget,78,200,3 Mar 2028
2661,5,6,Budget,80,650,3 Mar 2028
2662,5,6,Actual,80,890,3 Mar 2028
2663,5,6,Actual,81,551,3 Mar 2028
2664,5,6,Budget,81,480,3 Mar 2028
2665,5,6,Budget,82,40,3 Mar 2028
2666,5,6,Actual,82,57,3 Mar 2028
2667,5,6,Actual,83,200,3 Mar 2028
2668,5,6,Budget,83,200,3 Mar 2028
2669,5,6,Budget,84,100,3 Mar 2028
2670,5,6,Actual,84,179,3 Mar 2028
2671,5,6,Actual,85,160,3 Mar 2028
2672,5,6,Budget,85,100,3 Mar 2028
2673,5,6,Budget,87,550,3 Mar 2028
2674,5,6,Actual,87,720,3 Mar 2028
2675,5,6,Actual,89,175,3 Mar 2028
2676,5,6,Actual,90,268,3 Mar 2028
2677,5,6,Actual,91,-214,3 Mar 2028
2678,5,6,Actual,92,358,3 Mar 2028
2679,5,6,Actual,94,13986,3 Mar 2028
2680,5,6,Actual,96,8,3 Mar 2028
2681,5,6,Actual,97,371,3 Mar 2028
2682,5,6,Actual,99,38500,3 Mar 2028
2683,5,6,Budget,101,161000,3 Mar 2028
2684,5,6,Actual,101,169526,3 Mar 2028
2685,5,7,Actual,4,212755,3 Mar 2028
2686,5,7,Actual,6,271202,3 Mar 2028
2687,5,7,Actual,7,9491,3 Mar 2028
2688,5,7,Actual,8,5424,3 Mar 2028
2689,5,7,Actual,13,43121,3 Mar 2028
2690,5,7,Actual,14,24679,3 Mar 2028
2691,5,7,Actual,15,56410,3 Mar 2028
2692,5,7,Actual,18,8232,3 Mar 2028
2693,5,7,Actual,19,26232,3 Mar 2028
2694,5,7,Actual,20,8972,3 Mar 2028
2695,5,7,Actual,21,42001,3 Mar 2028
2696,5,7,Actual,22,7132,3 Mar 2028
2697,5,7,Actual,23,2945,3 Mar 2028
2698,5,7,Actual,24,16128,3 Mar 2028
2699,5,7,Actual,28,13062,3 Mar 2028
2700,5,7,Actual,29,114372,3 Mar 2028
2701,5,7,Actual,31,39952,3 Mar 2028
2702,5,7,Actual,32,20968,3 Mar 2028
2703,5,7,Actual,33,15664,3 Mar 2028
2704,5,7,Actual,34,19933,3 Mar 2028
2705,5,7,Actual,35,50477,3 Mar 2028
2706,5,7,Actual,37,48962,3 Mar 2028
2707,5,7,Actual,38,20029,3 Mar 2028
2708,5,7,Actual,39,41949,3 Mar 2028
2709,5,7,Actual,40,19062,3 Mar 2028
2710,5,7,Actual,43,312375,3 Mar 2028
2711,5,7,Actual,46,57496,3 Mar 2028
2712,5,7,Actual,100,14106,3 Mar 2028
2713,6,1,Actual,60,19292,3 Mar 2028
2714,6,1,Budget,60,19800,3 Mar 2028
2715,6,1,Budget,61,1800,3 Mar 2028
2716,6,1,Actual,61,1736,3 Mar 2028
2717,6,1,Actual,62,1736,3 Mar 2028
2718,6,1,Budget,62,1200,3 Mar 2028
2719,6,1,Budget,65,280,3 Mar 2028
2720,6,1,Actual,65,341,3 Mar 2028
2721,6,1,Actual,66,310,3 Mar 2028
2722,6,1,Budget,66,280,3 Mar 2028
2723,6,1,Budget,67,100,3 Mar 2028
2724,6,1,Actual,67,155,3 Mar 2028
2725,6,1,Actual,68,118,3 Mar 2028
2726,6,1,Budget,68,100,3 Mar 2028
2727,6,1,Actual,69,34,3 Mar 2028
2728,6,1,Actual,71,32,3 Mar 2028
2729,6,1,Budget,71,60,3 Mar 2028
2730,6,1,Budget,73,220,3 Mar 2028
2731,6,1,Actual,73,213,3 Mar 2028
2732,6,1,Actual,74,155,3 Mar 2028
2733,6,1,Budget,74,100,3 Mar 2028
2734,6,1,Budget,76,200,3 Mar 2028
2735,6,1,Actual,76,237,3 Mar 2028
2736,6,1,Actual,77,426,3 Mar 2028
2737,6,1,Budget,77,380,3 Mar 2028
2738,6,1,Budget,78,100,3 Mar 2028
2739,6,1,Actual,78,127,3 Mar 2028
2740,6,1,Actual,80,492,3 Mar 2028
2741,6,1,Budget,80,550,3 Mar 2028
2742,6,1,Budget,81,280,3 Mar 2028
2743,6,1,Actual,81,304,3 Mar 2028
2744,6,1,Actual,82,31,3 Mar 2028
2745,6,1,Budget,82,30,3 Mar 2028
2746,6,1,Budget,83,100,3 Mar 2028
2747,6,1,Actual,83,110,3 Mar 2028
2748,6,1,Actual,84,97,3 Mar 2028
2749,6,1,Budget,84,100,3 Mar 2028
2750,6,1,Budget,85,90,3 Mar 2028
2751,6,1,Actual,85,88,3 Mar 2028
2752,6,1,Actual,87,410,3 Mar 2028
2753,6,1,Budget,87,480,3 Mar 2028
2754,6,1,Actual,89,146,3 Mar 2028
2755,6,1,Actual,90,224,3 Mar 2028
2756,6,1,Actual,91,-179,3 Mar 2028
2757,6,1,Actual,92,299,3 Mar 2028
2758,6,1,Actual,94,69,3 Mar 2028
2759,6,1,Actual,96,7,3 Mar 2028
2760,6,2,Actual,12,58075,3 Mar 2028
2761,6,2,Actual,60,5460,3 Mar 2028
2762,6,2,Budget,60,6600,3 Mar 2028
2763,6,2,Budget,61,550,3 Mar 2028
2764,6,2,Actual,61,437,3 Mar 2028
2765,6,2,Actual,62,546,3 Mar 2028
2766,6,2,Budget,62,480,3 Mar 2028
2767,6,2,Budget,65,100,3 Mar 2028
2768,6,2,Actual,65,112,3 Mar 2028
2769,6,2,Actual,66,101,3 Mar 2028
2770,6,2,Budget,66,100,3 Mar 2028
2771,6,2,Budget,67,60,3 Mar 2028
2772,6,2,Actual,67,51,3 Mar 2028
2773,6,2,Actual,68,38,3 Mar 2028
2774,6,2,Budget,68,40,3 Mar 2028
2775,6,2,Actual,69,11,3 Mar 2028
2776,6,2,Actual,71,8,3 Mar 2028
2777,6,2,Budget,71,30,3 Mar 2028
2778,6,2,Budget,73,100,3 Mar 2028
2779,6,2,Actual,73,66,3 Mar 2028
2780,6,2,Actual,74,161,3 Mar 2028
2781,6,2,Budget,74,100,3 Mar 2028
2782,6,2,Budget,76,90,3 Mar 2028
2783,6,2,Actual,76,71,3 Mar 2028
2784,6,2,Actual,77,127,3 Mar 2028
2785,6,2,Budget,77,200,3 Mar 2028
2786,6,2,Budget,78,50,3 Mar 2028
2787,6,2,Actual,78,41,3 Mar 2028
2788,6,2,Actual,80,133,3 Mar 2028
2789,6,2,Budget,80,200,3 Mar 2028
2790,6,2,Budget,81,100,3 Mar 2028
2791,6,2,Actual,81,83,3 Mar 2028
2792,6,2,Actual,82,8,3 Mar 2028
2793,6,2,Budget,82,10,3 Mar 2028
2794,6,2,Budget,83,40,3 Mar 2028
2795,6,2,Actual,83,29,3 Mar 2028
2796,6,2,Actual,84,25,3 Mar 2028
2797,6,2,Budget,84,30,3 Mar 2028
2798,6,2,Budget,85,30,3 Mar 2028
2799,6,2,Actual,85,23,3 Mar 2028
2800,6,2,Actual,87,117,3 Mar 2028
2801,6,2,Budget,87,200,3 Mar 2028
2802,6,2,Actual,89,38,3 Mar 2028
2803,6,2,Actual,90,58,3 Mar 2028
2804,6,2,Actual,91,-46,3 Mar 2028
2805,6,2,Actual,92,77,3 Mar 2028
2806,6,2,Actual,94,18,3 Mar 2028
2807,6,2,Actual,96,2,3 Mar 2028
2808,6,3,Actual,10,743125,3 Mar 2028
2809,6,3,Actual,11,462700,3 Mar 2028
2810,6,3,Actual,60,24180,3 Mar 2028
2811,6,3,Budget,60,23000,3 Mar 2028
2812,6,3,Budget,61,2300,3 Mar 2028
2813,6,3,Actual,61,2660,3 Mar 2028
2814,6,3,Actual,62,2176,3 Mar 2028
2815,6,3,Budget,62,1700,3 Mar 2028
2816,6,3,Budget,65,380,3 Mar 2028
2817,6,3,Actual,65,520,3 Mar 2028
2818,6,3,Actual,66,473,3 Mar 2028
2819,6,3,Budget,66,380,3 Mar 2028
2820,6,3,Budget,67,200,3 Mar 2028
2821,6,3,Actual,67,234,3 Mar 2028
2822,6,3,Actual,68,176,3 Mar 2028
2823,6,3,Budget,68,200,3 Mar 2028
2824,6,3,Actual,69,52,3 Mar 2028
2825,6,3,Actual,71,39,3 Mar 2028
2826,6,3,Budget,71,70,3 Mar 2028
2827,6,3,Budget,73,300,3 Mar 2028
2828,6,3,Actual,73,313,3 Mar 2028
2829,6,3,Actual,74,170,3 Mar 2028
2830,6,3,Budget,74,100,3 Mar 2028
2831,6,3,Budget,76,280,3 Mar 2028
2832,6,3,Actual,76,345,3 Mar 2028
2833,6,3,Actual,77,620,3 Mar 2028
2834,6,3,Budget,77,550,3 Mar 2028
2835,6,3,Budget,78,200,3 Mar 2028
2836,6,3,Actual,78,173,3 Mar 2028
2837,6,3,Actual,80,683,3 Mar 2028
2838,6,3,Budget,80,550,3 Mar 2028
2839,6,3,Budget,81,380,3 Mar 2028
2840,6,3,Actual,81,423,3 Mar 2028
2841,6,3,Actual,82,43,3 Mar 2028
2842,6,3,Budget,82,40,3 Mar 2028
2843,6,3,Budget,83,200,3 Mar 2028
2844,6,3,Actual,83,150,3 Mar 2028
2845,6,3,Actual,84,130,3 Mar 2028
2846,6,3,Budget,84,100,3 Mar 2028
2847,6,3,Budget,85,100,3 Mar 2028
2848,6,3,Actual,85,120,3 Mar 2028
2849,6,3,Actual,87,585,3 Mar 2028
2850,6,3,Budget,87,480,3 Mar 2028
2851,6,3,Actual,89,195,3 Mar 2028
2852,6,3,Actual,90,300,3 Mar 2028
2853,6,3,Actual,91,-240,3 Mar 2028
2854,6,3,Actual,92,400,3 Mar 2028
2855,6,3,Actual,94,96,3 Mar 2028
2856,6,3,Actual,96,10,3 Mar 2028
2857,6,4,Actual,60,15600,3 Mar 2028
2858,6,4,Budget,60,17200,3 Mar 2028
2859,6,4,Budget,61,1500,3 Mar 2028
2860,6,4,Actual,61,1404,3 Mar 2028
2861,6,4,Actual,62,1560,3 Mar 2028
2862,6,4,Budget,62,1400,3 Mar 2028
2863,6,4,Budget,65,280,3 Mar 2028
2864,6,4,Actual,65,335,3 Mar 2028
2865,6,4,Actual,66,305,3 Mar 2028
2866,6,4,Budget,66,280,3 Mar 2028
2867,6,4,Budget,67,100,3 Mar 2028
2868,6,4,Actual,67,152,3 Mar 2028
2869,6,4,Actual,68,113,3 Mar 2028
2870,6,4,Budget,68,100,3 Mar 2028
2871,6,4,Actual,69,34,3 Mar 2028
2872,6,4,Actual,71,23,3 Mar 2028
2873,6,4,Budget,71,50,3 Mar 2028
2874,6,4,Budget,73,220,3 Mar 2028
2875,6,4,Actual,73,198,3 Mar 2028
2876,6,4,Actual,74,170,3 Mar 2028
2877,6,4,Budget,74,200,3 Mar 2028
2878,6,4,Budget,76,200,3 Mar 2028
2879,6,4,Actual,76,213,3 Mar 2028
2880,6,4,Actual,77,382,3 Mar 2028
2881,6,4,Budget,77,380,3 Mar 2028
2882,6,4,Budget,78,100,3 Mar 2028
2883,6,4,Actual,78,116,3 Mar 2028
2884,6,4,Actual,80,446,3 Mar 2028
2885,6,4,Budget,80,380,3 Mar 2028
2886,6,4,Budget,81,280,3 Mar 2028
2887,6,4,Actual,81,276,3 Mar 2028
2888,6,4,Actual,82,29,3 Mar 2028
2889,6,4,Budget,82,30,3 Mar 2028
2890,6,4,Budget,83,100,3 Mar 2028
2891,6,4,Actual,83,101,3 Mar 2028
2892,6,4,Actual,84,91,3 Mar 2028
2893,6,4,Budget,84,90,3 Mar 2028
2894,6,4,Budget,85,80,3 Mar 2028
2895,6,4,Actual,85,81,3 Mar 2028
2896,6,4,Actual,87,351,3 Mar 2028
2897,6,4,Budget,87,380,3 Mar 2028
2898,6,4,Actual,89,137,3 Mar 2028
2899,6,4,Actual,90,210,3 Mar 2028
2900,6,4,Actual,91,-168,3 Mar 2028
2901,6,4,Actual,92,280,3 Mar 2028
2902,6,4,Actual,94,62,3 Mar 2028
2903,6,4,Actual,96,6,3 Mar 2028
2904,6,5,Actual,60,10400,3 Mar 2028
2905,6,5,Budget,60,9700,3 Mar 2028
2906,6,5,Budget,61,850,3 Mar 2028
2907,6,5,Actual,61,1040,3 Mar 2028
2908,6,5,Actual,62,728,3 Mar 2028
2909,6,5,Budget,62,750,3 Mar 2028
2910,6,5,Budget,65,200,3 Mar 2028
2911,6,5,Actual,65,164,3 Mar 2028
2912,6,5,Actual,66,149,3 Mar 2028
2913,6,5,Budget,66,100,3 Mar 2028
2914,6,5,Budget,67,70,3 Mar 2028
2915,6,5,Actual,67,75,3 Mar 2028
2916,6,5,Actual,68,57,3 Mar 2028
2917,6,5,Budget,68,60,3 Mar 2028
2918,6,5,Actual,69,16,3 Mar 2028
2919,6,5,Actual,71,23,3 Mar 2028
2920,6,5,Budget,71,40,3 Mar 2028
2921,6,5,Budget,73,120,3 Mar 2028
2922,6,5,Actual,73,108,3 Mar 2028
2923,6,5,Actual,74,128,3 Mar 2028
2924,6,5,Budget,74,100,3 Mar 2028
2925,6,5,Budget,76,100,3 Mar 2028
2926,6,5,Actual,76,129,3 Mar 2028
2927,6,5,Actual,77,231,3 Mar 2028
2928,6,5,Budget,77,200,3 Mar 2028
2929,6,5,Budget,78,70,3 Mar 2028
2930,6,5,Actual,78,74,3 Mar 2028
2931,6,5,Actual,80,270,3 Mar 2028
2932,6,5,Budget,80,200,3 Mar 2028
2933,6,5,Budget,81,200,3 Mar 2028
2934,6,5,Actual,81,167,3 Mar 2028
2935,6,5,Actual,82,17,3 Mar 2028
2936,6,5,Budget,82,20,3 Mar 2028
2937,6,5,Budget,83,50,3 Mar 2028
2938,6,5,Actual,83,59,3 Mar 2028
2939,6,5,Actual,84,51,3 Mar 2028
2940,6,5,Budget,84,50,3 Mar 2028
2941,6,5,Budget,85,40,3 Mar 2028
2942,6,5,Actual,85,47,3 Mar 2028
2943,6,5,Actual,87,234,3 Mar 2028
2944,6,5,Budget,87,200,3 Mar 2028
2945,6,5,Actual,89,76,3 Mar 2028
2946,6,5,Actual,90,117,3 Mar 2028
2947,6,5,Actual,91,-94,3 Mar 2028
2948,6,5,Actual,92,156,3 Mar 2028
2949,6,5,Actual,94,38,3 Mar 2028
2950,6,5,Actual,96,4,3 Mar 2028
2951,6,6,Actual,52,6637,3 Mar 2028
2952,6,6,Budget,52,7000,3 Mar 2028
2953,6,6,Budget,53,11400,3 Mar 2028
2954,6,6,Actual,53,9955,3 Mar 2028
2955,6,6,Actual,54,6,3 Mar 2028
2956,6,6,Budget,54,0,3 Mar 2028
2957,6,6,Budget,56,66400,3 Mar 2028
2958,6,6,Actual,56,60389,3 Mar 2028
2959,6,6,Actual,60,22672,3 Mar 2028
2960,6,6,Budget,60,18000,3 Mar 2028
2961,6,6,Budget,61,1500,3 Mar 2028
2962,6,6,Actual,61,2267,3 Mar 2028
2963,6,6,Actual,62,2040,3 Mar 2028
2964,6,6,Budget,62,1400,3 Mar 2028
2965,6,6,Budget,63,6900,3 Mar 2028
2966,6,6,Actual,63,5392,3 Mar 2028
2967,6,6,Actual,65,395,3 Mar 2028
2968,6,6,Budget,65,280,3 Mar 2028
2969,6,6,Budget,66,280,3 Mar 2028
2970,6,6,Actual,66,359,3 Mar 2028
2971,6,6,Actual,67,177,3 Mar 2028
2972,6,6,Budget,67,200,3 Mar 2028
2973,6,6,Budget,68,100,3 Mar 2028
2974,6,6,Actual,68,135,3 Mar 2028
2975,6,6,Actual,69,40,3 Mar 2028
2976,6,6,Actual,71,42,3 Mar 2028
2977,6,6,Budget,71,50,3 Mar 2028
2978,6,6,Budget,72,550,3 Mar 2028
2979,6,6,Actual,72,431,3 Mar 2028
2980,6,6,Actual,73,243,3 Mar 2028
2981,6,6,Budget,73,220,3 Mar 2028
2982,6,6,Budget,74,200,3 Mar 2028
2983,6,6,Actual,74,158,3 Mar 2028
2984,6,6,Actual,76,1167,3 Mar 2028
2985,6,6,Budget,76,1400,3 Mar 2028
2986,6,6,Budget,77,380,3 Mar 2028
2987,6,6,Actual,77,486,3 Mar 2028
2988,6,6,Actual,78,146,3 Mar 2028
2989,6,6,Budget,78,100,3 Mar 2028
2990,6,6,Budget,80,480,3 Mar 2028
2991,6,6,Actual,80,579,3 Mar 2028
2992,6,6,Actual,81,358,3 Mar 2028
2993,6,6,Budget,81,280,3 Mar 2028
2994,6,6,Budget,82,30,3 Mar 2028
2995,6,6,Actual,82,37,3 Mar 2028
2996,6,6,Actual,83,130,3 Mar 2028
2997,6,6,Budget,83,100,3 Mar 2028
2998,6,6,Budget,84,100,3 Mar 2028
2999,6,6,Actual,84,116,3 Mar 2028
3000,6,6,Actual,85,104,3 Mar 2028
3001,6,6,Budget,85,90,3 Mar 2028
3002,6,6,Budget,87,380,3 Mar 2028
3003,6,6,Actual,87,468,3 Mar 2028
3004,6,6,Actual,89,175,3 Mar 2028
3005,6,6,Actual,90,268,3 Mar 2028
3006,6,6,Actual,91,-214,3 Mar 2028
3007,6,6,Actual,92,358,3 Mar 2028
3008,6,6,Actual,94,4544,3 Mar 2028
3009,6,6,Actual,96,8,3 Mar 2028
3010,6,6,Actual,97,155,3 Mar 2028
3011,6,6,Actual,99,9000,3 Mar 2028
3012,6,6,Budget,101,215700,3 Mar 2028
3013,6,6,Actual,101,165931,3 Mar 2028
3014,6,7,Actual,4,189356,3 Mar 2028
3015,6,7,Actual,6,345566,3 Mar 2028
3016,6,7,Actual,7,10391,3 Mar 2028
3017,6,7,Actual,8,6911,3 Mar 2028
3018,6,7,Actual,13,56500,3 Mar 2028
3019,6,7,Actual,14,34211,3 Mar 2028
3020,6,7,Actual,15,65657,3 Mar 2028
3021,6,7,Actual,18,9604,3 Mar 2028
3022,6,7,Actual,19,30604,3 Mar 2028
3023,6,7,Actual,20,9507,3 Mar 2028
3024,6,7,Actual,21,109144,3 Mar 2028
3025,6,7,Actual,22,8156,3 Mar 2028
3026,6,7,Actual,23,3402,3 Mar 2028
3027,6,7,Actual,24,18119,3 Mar 2028
3028,6,7,Actual,28,14629,3 Mar 2028
3029,6,7,Actual,29,121422,3 Mar 2028
3030,6,7,Actual,31,86845,3 Mar 2028
3031,6,7,Actual,32,22461,3 Mar 2028
3032,6,7,Actual,33,16969,3 Mar 2028
3033,6,7,Actual,34,23947,3 Mar 2028
3034,6,7,Actual,35,70667,3 Mar 2028
3035,6,7,Actual,37,61833,3 Mar 2028
3036,6,7,Actual,38,24784,3 Mar 2028
3037,6,7,Actual,39,100704,3 Mar 2028
3038,6,7,Actual,40,21349,3 Mar 2028
3039,6,7,Actual,43,1573502,3 Mar 2028
3040,6,7,Actual,46,6220,3 Mar 2028
3041,6,7,Actual,100,15696,3 Mar 2028
3042,7,1,Actual,60,36400,3 Mar 2028
3043,7,1,Budget,60,36600,3 Mar 2028
3044,7,1,Budget,61,3100,3 Mar 2028
3045,7,1,Actual,61,3276,3 Mar 2028
3046,7,1,Actual,62,2912,3 Mar 2028
3047,7,1,Budget,62,2800,3 Mar 2028
3048,7,1,Budget,65,550,3 Mar 2028
3049,7,1,Actual,65,680,3 Mar 2028
3050,7,1,Actual,66,618,3 Mar 2028
3051,7,1,Budget,66,550,3 Mar 2028
3052,7,1,Budget,67,280,3 Mar 2028
3053,7,1,Actual,67,310,3 Mar 2028
3054,7,1,Actual,68,230,3 Mar 2028
3055,7,1,Budget,68,200,3 Mar 2028
3056,7,1,Actual,69,68,3 Mar 2028
3057,7,1,Actual,71,60,3 Mar 2028
3058,7,1,Budget,71,90,3 Mar 2028
3059,7,1,Budget,73,400,3 Mar 2028
3060,7,1,Actual,73,429,3 Mar 2028
3061,7,1,Actual,74,232,3 Mar 2028
3062,7,1,Budget,74,200,3 Mar 2028
3063,7,1,Budget,76,380,3 Mar 2028
3064,7,1,Actual,76,505,3 Mar 2028
3065,7,1,Actual,77,909,3 Mar 2028
3066,7,1,Budget,77,850,3 Mar 2028
3067,7,1,Budget,78,280,3 Mar 2028
3068,7,1,Actual,78,274,3 Mar 2028
3069,7,1,Actual,80,1113,3 Mar 2028
3070,7,1,Budget,80,950,3 Mar 2028
3071,7,1,Budget,81,550,3 Mar 2028
3072,7,1,Actual,81,689,3 Mar 2028
3073,7,1,Actual,82,71,3 Mar 2028
3074,7,1,Budget,82,60,3 Mar 2028
3075,7,1,Budget,83,200,3 Mar 2028
3076,7,1,Actual,83,248,3 Mar 2028
3077,7,1,Actual,84,222,3 Mar 2028
3078,7,1,Budget,84,200,3 Mar 2028
3079,7,1,Budget,85,200,3 Mar 2028
3080,7,1,Actual,85,198,3 Mar 2028
3081,7,1,Actual,87,900,3 Mar 2028
3082,7,1,Budget,87,750,3 Mar 2028
3083,7,1,Actual,89,216,3 Mar 2028
3084,7,1,Actual,90,333,3 Mar 2028
3085,7,1,Actual,91,-266,3 Mar 2028
3086,7,1,Actual,92,444,3 Mar 2028
3087,7,1,Actual,94,354,3 Mar 2028
3088,7,1,Actual,96,10,3 Mar 2028
3089,7,2,Actual,12,198273,3 Mar 2028
3090,7,6,Actual,52,11223,3 Mar 2028
3091,7,6,Budget,52,9700,3 Mar 2028
3092,7,6,Budget,53,26900,3 Mar 2028
3093,7,6,Actual,53,16834,3 Mar 2028
3094,7,6,Actual,54,534,3 Mar 2028
3095,7,6,Budget,54,600,3 Mar 2028
3096,7,6,Budget,56,171300,3 Mar 2028
3097,7,6,Actual,56,122351,3 Mar 2028
3098,7,6,Actual,57,4676,3 Mar 2028
3099,7,6,Budget,57,4700,3 Mar 2028
3100,7,6,Actual,60,28280,3 Mar 2028
3101,7,6,Budget,60,28200,3 Mar 2028
3102,7,6,Budget,61,2500,3 Mar 2028
3103,7,6,Actual,61,2262,3 Mar 2028
3104,7,6,Actual,62,1979,3 Mar 2028
3105,7,6,Budget,62,2200,3 Mar 2028
3106,7,6,Budget,63,13500,3 Mar 2028
3107,7,6,Actual,63,22446,3 Mar 2028
3108,7,6,Actual,65,427,3 Mar 2028
3109,7,6,Budget,65,480,3 Mar 2028
3110,7,6,Budget,66,480,3 Mar 2028
3111,7,6,Actual,66,388,3 Mar 2028
3112,7,6,Actual,67,196,3 Mar 2028
3113,7,6,Budget,67,200,3 Mar 2028
3114,7,6,Budget,68,200,3 Mar 2028
3115,7,6,Actual,68,147,3 Mar 2028
3116,7,6,Actual,69,43,3 Mar 2028
3117,7,6,Actual,71,35,3 Mar 2028
3118,7,6,Budget,71,70,3 Mar 2028
3119,7,6,Budget,72,480,3 Mar 2028
3120,7,6,Actual,72,561,3 Mar 2028
3121,7,6,Actual,73,282,3 Mar 2028
3122,7,6,Budget,73,300,3 Mar 2028
3123,7,6,Budget,74,200,3 Mar 2028
3124,7,6,Actual,74,202,3 Mar 2028
3125,7,6,Actual,76,4742,3 Mar 2028
3126,7,6,Budget,76,3100,3 Mar 2028
3127,7,6,Budget,77,550,3 Mar 2028
3128,7,6,Actual,77,617,3 Mar 2028
3129,7,6,Actual,78,177,3 Mar 2028
3130,7,6,Budget,78,200,3 Mar 2028
3131,7,6,Budget,80,650,3 Mar 2028
3132,7,6,Actual,80,668,3 Mar 2028
3133,7,6,Actual,81,414,3 Mar 2028
3134,7,6,Budget,81,380,3 Mar 2028
3135,7,6,Budget,82,40,3 Mar 2028
3136,7,6,Actual,82,39,3 Mar 2028
3137,7,6,Actual,83,138,3 Mar 2028
3138,7,6,Budget,83,100,3 Mar 2028
3139,7,6,Budget,84,100,3 Mar 2028
3140,7,6,Actual,84,114,3 Mar 2028
3141,7,6,Actual,85,110,3 Mar 2028
3142,7,6,Budget,85,100,3 Mar 2028
3143,7,6,Budget,87,550,3 Mar 2028
3144,7,6,Actual,87,630,3 Mar 2028
3145,7,6,Actual,89,112,3 Mar 2028
3146,7,6,Actual,90,172,3 Mar 2028
3147,7,6,Actual,91,-138,3 Mar 2028
3148,7,6,Actual,92,229,3 Mar 2028
3149,7,6,Actual,94,56242,3 Mar 2028
3150,7,6,Actual,96,7,3 Mar 2028
3151,7,6,Actual,97,404,3 Mar 2028
3152,7,6,Actual,99,29500,3 Mar 2028
3153,7,6,Budget,101,505000,3 Mar 2028
3154,7,6,Actual,101,561151,3 Mar 2028
3155,7,7,Actual,4,816079,3 Mar 2028
3156,7,7,Actual,6,558673,3 Mar 2028
3157,7,7,Actual,7,16829,3 Mar 2028
3158,7,7,Actual,8,11173,3 Mar 2028
3159,7,7,Actual,13,92181,3 Mar 2028
3160,7,7,Actual,14,56984,3 Mar 2028
3161,7,7,Actual,15,109499,3 Mar 2028
3162,7,7,Actual,18,9604,3 Mar 2028
3163,7,7,Actual,19,30604,3 Mar 2028
3164,7,7,Actual,20,9315,3 Mar 2028
3165,7,7,Actual,21,44626,3 Mar 2028
3166,7,7,Actual,22,8239,3 Mar 2028
3167,7,7,Actual,23,3367,3 Mar 2028
3168,7,7,Actual,24,17597,3 Mar 2028
3169,7,7,Actual,28,14324,3 Mar 2028
3170,7,7,Actual,29,141438,3 Mar 2028
3171,7,7,Actual,31,45844,3 Mar 2028
3172,7,7,Actual,32,22683,3 Mar 2028
3173,7,7,Actual,33,18648,3 Mar 2028
3174,7,7,Actual,34,40280,3 Mar 2028
3175,7,7,Actual,35,61507,3 Mar 2028
3176,7,7,Actual,37,56533,3 Mar 2028
3177,7,7,Actual,38,25020,3 Mar 2028
3178,7,7,Actual,39,39902,3 Mar 2028
3179,7,7,Actual,40,20904,3 Mar 2028
3180,7,7,Actual,43,1163318,3 Mar 2028
3181,7,7,Actual,46,318927,3 Mar 2028
3182,7,7,Actual,100,13715,3 Mar 2028
3183,8,1,Actual,60,44606.46,3 Mar 2028
3184,8,1,Budget,60,29400,3 Mar 2028
3185,8,1,Budget,61,3000,3 Mar 2028
3186,8,1,Actual,61,5352.7,3 Mar 2028
3187,8,1,Actual,62,3569.33,3 Mar 2028
3188,8,1,Budget,62,2000,3 Mar 2028
3189,8,1,Budget,65,480,3 Mar 2028
3190,8,1,Actual,65,813.22,3 Mar 2028
3191,8,1,Actual,66,738.97,3 Mar 2028
3192,8,1,Budget,66,380,3 Mar 2028
3193,8,1,Budget,67,200,3 Mar 2028
3194,8,1,Actual,67,376.85,3 Mar 2028
3195,8,1,Actual,68,279.87,3 Mar 2028
3196,8,1,Budget,68,200,3 Mar 2028
3197,8,1,Actual,69,82.9,3 Mar 2028
